,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,overview,releasedate,duration
2402,Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,Comedy|Crime|Drama,bad santa,A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,2003-11-26,92.0
2403,Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,Comedy|Crime,austin powers: international man of mystery,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",1997-05-02,94.0
2404,Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,Comedy|Family|Romance,my big fat greek wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",2016-03-23,94.0
2405,David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,Comedy|Family,diary of a wimpy kid: rodrick rules,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",2011-03-25,99.0
2406,John McTiernan,Shane Black,Bill Duke,Carl Weathers,Action|Horror|Sci-Fi,predator,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1987-06-12,107.0
2407,Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,Biography|Drama|History|Music,amadeus,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",1984-09-19,160.0
2408,Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,Horror|Mystery,prom night,"This slasher movie follows a relentless killer who is out to avenge the death of a young girl who died after being bullied and teased by four of her classmates. Now high-school students, the guilt-ridden kids have kept their involvement a secret, but when they start being murdered, one by one, it's clear that someone knows the truth. Also coping with the past are members of the dead girl's family, most notably her prom-queen sister, Kim Hammond (Jamie Lee Curtis).",1980-07-18,92.0
2409,Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,Comedy,mean girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004-04-30,97.0
2410,Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,Comedy|Drama|Romance,under the tuscan sun,"After a rough divorce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",2003-09-20,113.0
2411,Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,Drama|Mystery,gosford park,"In 1930’s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",2001-11-07,131.0
2412,unknown,Peter Gallagher,Melinda Clarke,Tate Donovan,Comedy|Drama|Romance,the o.c.            ,"1. TJ Perkins vs. Rocky ""Azúcar"" Romero  2. Austin Aries vs. Chris Sabin  3. B-Boy & ""The Future"" Frankie Kazarian vs. Joey Ryan & Scorpio Sky  4. ""American Dragon"" Bryan Danielson vs. ""Mr. Wrestling"" Kevin Steen  5. Disco Machine, Bino Gambino, & Nemesis vs. Alex Koslov, Super Dragon, & Ronin  6. ""Classic"" Colt Cabana vs. Human Tornado  7. Kings of Wrestling (""Double C"" Claudio Castagnoli & Chris Hero) & Arrogance (""Photogenic"" Chris Bosh & ""The Professional"" Scott Lost) vs. Cape Fear (El Generico & Quicksilver), Super Dragon, & Davey Richards",2006-05-06,176.0
2413,Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,Comedy|Drama|Fantasy|Romance,peggy sue got married,"Peggy Sue faints at a high school reunion. When she wakes up she finds herself in her own past, just before she finished school.",1986-10-10,103.0
2414,Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever,Comedy|Drama|Romance,birdman or (the unexpected virtue of ignorance),"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",2014-10-17,120.0
2415,Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,Drama,blue jasmine,"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.",2013-08-01,99.0
2416,Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,Drama|History|Thriller,united 93,"A real-time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",2006-04-28,111.0
2417,Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,Drama|Music|Romance,honey,"Honey Daniels dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",2003-11-24,94.0
2418,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,Drama|History|War,glory,"Director John Boorman drew from his own childhood experiences for this coming-of-age tale about a boy growing up in and around London during World War II. For young Billy, the nightly bombings provide a frightening show, but they include opportunities to rummage through the rubble with friends in the mornings. As Billy plays, his family struggles to remain intact as they suffer through the anguish and losses of wartime.",1987-08-01,113.0
2419,Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,Action|Comedy,spy hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",1996-05-24,81.0
2420,John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,Fantasy|Horror,the fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",1980-02-08,89.0
2421,Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,Biography|Drama|Family|Sport,soul surfer,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",2011-04-08,112.0
2422,Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,Comedy|Drama|War,catch-22,"A bombardier in World War II tries desperately to escape the insanity of the war. However, sometimes insanity is the only sane way to cope with a crazy situation.",1970-06-24,121.0
2423,Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,Comedy|Crime|Drama,observe and report,"Mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case.",2009-04-10,87.0
2424,Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,Action|Adventure|Fantasy,conan the destroyer,"Conan is commissioned by the evil queen Taramis to safely escort a teen princess and her powerful bodyguard to a far away castle to retrieve the magic Horn of Dagoth. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro, the warrior woman Zula, and the inept Malak. Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.",1984-06-29,103.0
2425,Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,Biography|Drama|Sport,raging bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",1980-11-14,129.0
2426,Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,Drama|Romance,love happens,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",2009-09-18,109.0
2427,Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,Adventure|Fantasy|Mystery|Thriller,young sherlock holmes,"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.",1985-12-04,109.0
2428,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,Comedy|Drama|Musical|Romance,fame,"An updated version of the 1980 musical, which centered on the students of the New York Academy of Performing Arts.",2009-09-23,107.0
2429,Danny Boyle,James Franco,Treat Williams,Kate Burton,Adventure|Biography|Drama|Thriller,127 hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,2010-11-12,94.0
